010001 |R     And *|002402.0+383437 |M         |  5.8    |  15.2      |            |V |53820.      |     |   409.2            |38   |S3,5e-S8,8e(M7e) |HIP   00002|
725013 |V5013 Sgr  |174610.0-285410 |M         |  9.2    |  10.4      |            |K |            |     |                    |     |                 |77133 2MASS|
725014 |V5014 Sgr  |174610.9-290208 |M         |  9.3    |  10.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725015 |V5015 Sgr  |174611.0-285845 |SR:       |  9.9    |  10.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725016 |V5016 Sgr  |174610.9-285723 |M         |  9.5    |  10.8      |            |K |            |     |                    |     |                 |77133 2MASS|
725017 |V5017 Sgr  |174611.0-284951 |M:        |  7.4    |   9.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725018 |V5018 Sgr  |174611.1-290216 |M:        |  7.7    |   8.6      |            |K |            |     |                    |     |                 |77133 2MASS|
725019 |V5019 Sgr  |174611.6-290157 |M         |  9.1    |  10.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725020 |V5020 Sgr  |174611.7-285932 |M         |  8.7    |  10.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725021 |V5021 Sgr  |174611.9-285256 |M         |  7.5    |   8.3      |            |K |            |     |                    |     |                 |77133 2MASS|
725022 |V5022 Sgr  |174612.4-285519 |M         |  9.1    |  10.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725023 |V5023 Sgr  |174612.5-284849 |M         |  8.4    |   9.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725024 |V5024 Sgr  |174612.6-290825 |M:        |  7.6    |   8.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725025 |V5025 Sgr  |174612.6-290809 |M:        |  8.3    |   9.1      |            |K |            |     |                    |     |                 |77133 2MASS|
725026 |V5026 Sgr  |174612.7-291012 |M         |  8.0    |   9.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725027 |V5027 Sgr  |174612.8-290626 |M:        |  9.3    |  10.3      |            |K |            |     |                    |     |                 |77133 2MASS|
725028 |V5028 Sgr  |174612.8-285811 |M:        |  9.1    |   9.6      |            |K |            |     |                    |     |                 |77133 2MASS|
725029 |V5029 Sgr  |174613.2-285540 |M:        |  9.2    |  10.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725030 |V5030 Sgr  |174613.6-285231 |M         |  9.0    |   9.6      |            |K |            |     |                    |     |                 |77133 2MASS|
725031 |V5031 Sgr  |174613.7-285514 |M:        |  7.7    |   8.4      |            |K |            |     |                    |     |                 |77133 2MASS|
725032 |V5032 Sgr  |174613.8-290559 |M         |  9.0    |  10.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725033 |V5033 Sgr  |174614.2-290518 |M         |  8.8    |  10.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725034 |V5034 Sgr  |174614.3-285409 |M         |  9.2    |  10.3      |            |K |            |     |                    |     |                 |77133 2MASS|
725035 |V5035 Sgr  |174614.8-285132 |M:        |  8.9    |   9.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725036 |V5036 Sgr  |174614.9-285709 |M         |  9.8    |  10.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725037 |V5037 Sgr  |174615.1-285425 |M:        |  8.9    |   9.7      |            |K |            |     |                    |     |                 |77133 2MASS|
725038 |V5038 Sgr  |174615.2-285342 |M         |  8.1    |   9.3      |            |K |            |     |                    |     |                 |77133 2MASS|
725039 |V5039 Sgr  |174615.7-285632 |M         |  8.9    |  10.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725040 |V5040 Sgr  |174615.8-291052 |M:        |  8.3    |   9.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725041 |V5041 Sgr  |174615.9-291138 |M:        |  8.9    |   9.6      |            |K |            |     |                    |     |                 |77133 2MASS|
725042 |V5042 Sgr  |174616.4-285426 |M:        |  9.5    |  10.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725043 |V5043 Sgr  |174616.4-285859 |M:        |  8.5    |   9.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725044 |V5044 Sgr  |174616.5-290428 |M         |  8.4    |   9.1      |            |K |            |     |                    |     |                 |77133 2MASS|
725045 |V5045 Sgr  |174616.6-285716 |M:        |  8.1    |   8.8      |            |K |            |     |                    |     |                 |77133 2MASS|
725046 |V5046 Sgr  |174616.8-285614 |M         |  8.9    |  10.4      |            |K |            |     |                    |     |                 |77133 2MASS|
725047 |V5047 Sgr  |174617.0-290408 |SR:       |  8.5    |   9.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725048 |V5048 Sgr  |174617.1-290006 |M         |  9.0    |  10.1      |            |K |            |     |                    |     |                 |77133 2MASS|
725049 |V5049 Sgr  |174617.4-290223 |M         |  8.7    |   9.9      |            |K |            |     |                    |     |                 |77133 2MASS|
725050 |V5050 Sgr  |174617.4-290517 |M:        |  8.3    |   9.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725051 |V5051 Sgr  |174617.5-284812 |M         |  7.5    |   8.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725052 |V5052 Sgr  |174617.5-285524 |M         |  9.0    |   9.8      |            |K |            |     |                    |     |                 |77133 2MASS|
725053 |V5053 Sgr  |174617.9-285540 |M:        |  9.2    |  10.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725054 |V5054 Sgr  |174618.0-285716 |M         |  9.8    |  11.3      |            |K |            |     |                    |     |                 |77133 2MASS|
725055 |V5055 Sgr  |174618.5-290337 |M         |  8.4    |  10.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725056 |V5056 Sgr  |174618.8-291001 |M         |  9.0    |   9.7      |            |K |            |     |                    |     |                 |77133 2MASS|
725057 |V5057 Sgr  |174619.1-285520 |M         |  8.5    |  10.0      |            |K |            |     |                    |     |                 |77133 2MASS|
725058 |V5058 Sgr  |174619.4-290007 |M         | 11.7    |  12.8      |            |K |            |     |                    |     |                 |77133 2MASS|
725059 |V5059 Sgr  |174619.4-290439 |M:        |  8.5    |   8.9      |            |K |            |     |                    |     |                 |77133 2MASS|
725060 |V5060 Sgr  |174619.5-290149 |M         |  8.9    |   9.6      |            |K |            |     |                    |     |                 |77133 2MASS|
725061 |V5061 Sgr  |174619.9-290736 |M:        |  8.9    |   9.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725062 |V5062 Sgr  |174620.7-285320 |M:        | 11.6    |  12.2      |            |K |            |     |                    |     |                 |77133 2MASS|
725063 |V5063 Sgr  |174620.9-285328 |M         | 11.8    |  12.9      |            |K |            |     |                    |     |                 |77133      |
725064 |V5064 Sgr  |174621.0-284923 |M:        |  8.6    |   9.6      |            |K |            |     |                    |     |                 |77133 2MASS|
725065 |V5065 Sgr  |174621.1-290846 |M         |  9.3    |  10.5      |            |K |            |     |                    |     |                 |77133 2MASS|
725066 |V5066 Sgr  |174621.6-285840 |M         | 10.5    |  12.3      |            |K |            |     |                    |     |                 |77133 2MASS|
