010004 |U     And  |011529.7+404308 |M         |  9.0    |  15.0      |V |49564.      |     |   347.7            |40   |M6e              |00001 00002|
680584 |V0584 Pup  |075131.4-461554 |SRB       |  9.5    |  10.2      |V |            |     |   330.          :  |     |                 |78130 DM   |
680585 |V0585 Pup  |075909.0-222613 |M         | 11.5    |< 14.0      |V |52400       |     |   435.             |     |M9e              |78130 USNO |
680586 |V0586 Pup  |080149.4-484656 |M         | 11.0    |  14.5      |V |52920       |     |   335.             |     |Me               |78090 USNO |
680587 |V0587 Pup *|080344.2-255445 |EA        |  9.11   |   9.32     |V |51928.652   |     |     7.2845         |     |A3V              |78011 DM   |
680588 |V0588 Pup *|080632.0-134635 |M         | 10.9    |< 14.5      |V |52770       |     |   231.             |     |                 |78130 USNO |
680589 |V0589 Pup *|081026.6-353538 |EA        |  8.72   |   9.09     |V |51964.603   |     |     2.02218        |     |B8V              |78011 DM   |
680594 |V0594 Pup  |082604.2-300641 |RV        | 11.0    |  13.4      |V |53077.7     |     |    58.1            |     |                 |78040 GSC  |
680599 |V0599 Pup  |063658.8-451013 |SRB       |  9.1    |  10.6      |V |            |     |   136.3            |     |                 |79064 DM   |
680600 |V0600 Pup  |065111.4-482156 |SRB       | 10.3    |  11.5      |V |            |     |   132.4            |     |                 |79064 79118|
680604 |V0604 Pup  |071838.2-371330 |EB        |  8.32   |   8.37     |V |52946.797   |     |     3.5101         |     |B8/9III          |79003 DM   |
680605 |V0605 Pup *|072644.1-443339 |EA        | 11.30   |  12.00     |V |52239.762   |     |     4.9370         |06   |                 |79011 79232|
680606 |V0606 Pup  |072844.8-442817 |CEP       | 11.1    |  11.6      |V |51871.34    |     |     1.43777        |35   |                 |79064 79232|
680607 |V0607 Pup  |073619.1-143532 |EA        |  9.13   |   9.65     |V |52520.898   |     |     7.24816        |03   |A0V              |79009 DM   |
680608 |V0608 Pup  |073937.2-363012 |EA        |  8.12   |   8.44     |V |52566.839   |     |     0.953865       |14   |B7V              |79011 DM   |
680610 |V0610 Pup  |074300.6-205611 |EA        | 10.35   |  11.04     |V |52706.617   |     |     1.563405       |16   |Be               |79011 DM   |
680611 |V0611 Pup *|074406.1-165558 |EA        |  8.11   |   8.35     |V |52540.855   |     |     6.3177         |07   |B3IV             |79006 DM   |
680613 |V0613 Pup  |074718.8-192404 |LB        |  8.9    |   9.9      |V |            |     |                    |     |M4               |79100 79040|
680614 |V0614 Pup  |075021.4-232520 |SRA       | 11.5    |  12.6      |V |53791.      |     |   198.             |     |M6               |79100 79187|
680615 |V0615 Pup  |075245.7-480152 |EA        |  8.91   |   8.98     |V |52950.772   |     |     3.38771        |16   |B5V              |79004 DM   |
680617 |V0617 Pup  |075448.3-330304 |EA        | 10.47   |  11.21     |V |51966.575   |     |     3.17970        |18   |OB               |79011 DM   |
680618 |V0618 Pup  |075543.2-444625 |EA        |  9.36   |   9.9  :   |V |52655.733   |     |     4.53022        |05   |A1/2V            |79003 DM   |
680619 |V0619 Pup  |075621.1-135439 |LB        | 11.3    |  13.2      |V |            |     |                    |     |                 |79100 79191|
680621 |V0621 Pup  |075809.1-464830 |EB        | 10.25   |  11.0      |V |52437.461   |     |     0.390386       |     |                 |79011 DM   |
680624 |V0624 Pup *|080041.4-325025 |SRC       | 10.6    |  11.0      |V |            |     |    85.5            |     |M2Iab+B1V        |79064 DM   |
680625 |V0625 Pup  |080150.5-402920 |EW        |  9.43   |  10.07     |V |52723.645   |     |     0.446394       |     |F3V              |79018 79232|
680626 |V0626 Pup *|080310.4-381148 |EA        |  9.04   |   9.16     |V |47913.248   |     |     1.425902       |11   |A0V              |79006 DM   |
680627 |V0627 Pup  |080311.1-175633 |EA        |  9.73   |  10.22     |V |52754.550   |     |     5.79935        |08   |B5III            |79011 DM   |
680630 |V0630 Pup  |080532.8-211147 |LB        | 11.5    |  12.9      |V |            |     |                    |     |                 |79100 79065|
680631 |V0631 Pup  |080740.2-251951 |LB        | 10.2    |  10.7      |V |            |     |                    |     |                 |79100 DM   |
680632 |V0632 Pup  |080837.9-212057 |SRB       | 10.8    |  11.7      |V |            |     |    97.          :  |     |M6               |79100 79187|
680634 |V0634 Pup *|081548.7-315241 |EA        |  9.61   |   9.91     |V |53413.710   |     |   115.481          |03   |F8               |79003 DM   |
680635 |V0635 Pup  |081800.8-192214 |M         | 10.9    |< 14.5      |V |53854.      |     |   201.             |     |M6:              |79100 79059|
680636 |V0636 Pup  |081930.6-200508 |SRB       |  9.6    |  10.6      |V |            |     |    84.7         :  |     |M7               |79100 DM   |
680637 |V0637 Pup  |081950.5-392854 |EA        | 11.28   |  11.95 :   |V |52637.751   |     |     2.37050        |05   |                 |79011 DM   |
680639 |V0639 Pup  |082202.8-222555 |SRB       | 11.5    |  13.0      |V |            |     |   800.             |     |                 |79100 79189|
680641 |V0641 Pup  |082334.9-215749 |SRB       | 11.3    |  12.4      |V |            |     |   654.             |     |                 |79064 79049|
680642 |V0642 Pup *|082338.1-232040 |EA        | 10.25   |  10.95 :   |V |51924.692   |     |     5.4141         |08   |                 |79011 DM   |
680643 |V0643 Pup  |082409.6-215806 |SRB       | 10.8    |  11.7      |V |            |     |   208.             |     |C                |79100 79187|
690001 |R     Pyx  |084530.7-281203 |M         | 10.4    |  15.1      |B |18606.      |     |   364.7            |     |C(R)e            |00001 08613|
690004 |U     Pyx  |082951.8-301933 |SR:       |  8.6    |   9.4      |p |            |     |   345.          :  |     |K5               |00693 08953|
690005 |V     Pyx  |085325.6-344909 |SRD       |  9.0    |  11.5      |p |            |     |    69.6            |     |G8IIp            |00693 05625|
690006 |W     Pyx  |083653.8-175816 |SRA       | 10.8    |  12.5      |p |26766.      |     |   166.             |     |M5e-M7           |00187 BD   |
690017 |RY    Pyx  |083952.5-175207 |EA        | 11.     |  12.       |p |            |     |                    |     |                 |00190 00190|
690018 |RZ    Pyx *|085204.4-272901 |EB/KE     |  8.83   |   9.72     |B |38431.474   |     |     0.656273       |     |B7V              |05228 09611|
690021 |SU    Pyx *|083200.7-271533 |EA        | 11.4    |  12.5      |V |28952.208   |     |     5.06953        |05   |                 |01219 CoD  |
690022 |SV    Pyx  |092455.5-333713 |EA        | 10.0    |  11.0      |p |28876.52    |     |     1.4424         |     |                 |00016 08953|
690023 |SW    Pyx  |083036.2-230635 |EA        | 10.5    |< 12.       |p |            |     |                    |     |                 |00975 08953|
690024 |SX    Pyx  |090319. -355544:|LB:       | 11.5    |< 13.       |p |            |     |                    |     |                 |00836 02381|
690026 |SZ    Pyx  |083308.4-175855 |M         | 11.     |< 12.5      |p |            |     |   250.          :  |     |S                |00975 00351|
690027 |TT    Pyx *|084830.9-260948 |EA        |  8.80   |   9.48     |V |44234.800   |     |     1.515778       |30   |B9               |00001 08953|
690028 |TU    Pyx  |091015.8-195450 |SRB       |  9.9    |  10.7      |p |26042.1     |     |    88.0            |     |M5               |01354 08953|
690031 |TX    Pyx *|084230.6-322032 |E/KE      |  9.5    |   9.9      |p |27844.475   |     |     1.123745       |     |A3               |05399 CoD  |
690033 |TZ    Pyx *|084108.3-321203 |EW        | 10.7    |  11.1      |V |28847.550   |     |     0.6973125      |     |                 |05377 CoD  |
690037 |UX    Pyx  |090942.1-281023 |SR        | 10.     |  11.       |p |            |     |                    |     |M4               |07897 07897|
690038 |UY    Pyx  |091232.6-263037 |LB        |  9.     |   9.5      |p |            |     |                    |     |M3               |00190 CoD  |
690047 |WY    Pyx  |083649.0-362736 |M         |  9.0    |< 12.       |V |            |     |                    |     |                 |73030 73030|
690048 |WZ    Pyx  |085353.6-244735 |M         |  9.35   |  11.64     |Rc|            |     |                    |     |                 |73276 73276|
690049 |XX    Pyx  |085839.0-243511 |DSCTC     | 11.49   |(  0.08  B )|V |            |     |                    |     |                 |73277 CoD  |
690051 |XZ    Pyx  |082816.5-225853 |LB:       |  9.22   |   9.34     |Hp|            |     |                    |     |                 |HIP   HIP  |
690052 |YY    Pyx  |082813.5-271528 |SRA       |  9.07   |   9.36     |Hp|            |     |                    |     |                 |HIP   HIP  |
690054 |ZZ    Pyx  |082944.5-324459 |LB:       |  8.63   |   8.73     |Hp|            |     |                    |     |                 |HIP   HIP  |
690055 |AA    Pyx  |083023.6-303044 |ACV       |  9.07   |   9.12     |Hp|            |     |                    |     |                 |HIP   HIP  |
690058 |AD    Pyx  |083501.8-275947 |LB        |  8.48   |   8.73     |Hp|            |     |                    |     |                 |HIP   HIP  |
690059 |AE    Pyx  |083929.8-215533 |SRD:      |  8.17   |   8.25     |Hp|            |     |                    |     |                 |HIP   HIP  |
690060 |AF    Pyx  |084017.6-320955 |E:        |  8.09   |   8.27     |Hp|            |     |                    |     |                 |HIP   HIP  |
690061 |AG    Pyx  |084248.0-344403 |LB:       |  8.36   |   8.46     |Hp|            |     |                    |     |                 |HIP   HIP  |
690062 |AH    Pyx  |084314.1-340419 |LB        |  8.45   |   8.69     |Hp|            |     |                    |     |                 |HIP   HIP  |
690066 |AM    Pyx  |090124.5-304224 |LB:       |  8.20   |   8.31     |Hp|            |     |                    |     |                 |HIP   HIP  |
690067 |AN    Pyx  |091002.6-212506 |ACV:      |  8.25   |   8.30     |Hp|            |     |                    |     |                 |HIP   HIP  |
690068 |AO    Pyx  |091447.6-334056 |LB        |  8.35   |   8.73     |Hp|            |     |                    |     |                 |HIP   HIP  |
690070 |AQ    Pyx  |091904.7-363757 |SRD       |  9.10   |   9.36     |Hp|            |     |                    |     |                 |HIP   HIP  |
690071 |AR    Pyx  |092538.5-272706 |EB:       |  8.72   |   8.97     |Hp|            |     |                    |     |                 |HIP   HIP  |
690076 |AW    Pyx  |083152.8-263708 |SR:       | 11.2    |  12.5      |V |            |     |                    |     |                 |76012 DM   |
690084 |BF    Pyx  |083817.9-181439 |SR:       | 10.8    |  12.0      |V |            |     |                    |     |                 |76012 USNO |
690086 |BH    Pyx  |084341.1-323139 |M         | 10.1    |< 15.0      |V |            |     |                    |     |                 |76089 76090|
690087 |BI    Pyx  |085017.8-231844 |SR:       | 11.42   |(  0.6     )|V |            |     |                    |     |                 |76012 DM   |
690088 |BK    Pyx  |085120.4-193701 |SR:       | 11.45   |(  1.0     )|V |            |     |                    |     |                 |76012 GSC  |
690089 |BL    Pyx  |085902.3-231630 |SR:       | 10.8    |  11.4      |V |            |     |                    |     |                 |76012 DM   |
690096 |BS    Pyx  |090443.4-200745 |SR:       | 11.5    |  12.1      |V |            |     |                    |     |                 |76012 UCAC2|
690100 |BW    Pyx  |090653.9-244004 |SR:       |  9.93   |(  0.5     )|V |            |     |                    |     |                 |76012 DM   |
690102 |BY    Pyx  |090734.5-273107 |SR:       | 10.05   |(  0.6     )|V |            |     |                    |     |                 |76012 DM   |
690103 |BZ    Pyx  |090810.1-281910 |SR:       | 11.46   |(  0.7     )|V |            |     |                    |     |                 |76012 DM   |
690107 |CF    Pyx  |091425.9-243157 |SR:       | 10.3    |  11.1      |V |            |     |                    |     |                 |76012 DM   |
690109 |CH    Pyx  |091519.8-244416 |SR:       | 11.1    |  11.6      |V |            |     |                    |     |                 |76012 DM   |
690113 |CM    Pyx  |092315.7-284523 |SR:       | 11.12   |(  0.6     )|V |            |     |                    |     |                 |76012 DM   |
690114 |CN    Pyx  |083941.9-210856 |M         | 10.5    |< 14.5      |V |            |     |                    |     |                 |77217 GSC  |
